t,qx,qy,qz,qw
5.288,-0.2715390622615814,-0.03633152320981026,0.7985100150108337,-0.5360301733016968
5.304,-0.27178069949150085,-0.03524753078818321,0.7999271750450134,-0.5338628888130188
5.32,-0.2720341086387634,-0.034148283302783966,0.801344633102417,-0.5316749811172485
5.348,-0.2725057601928711,-0.03218545764684677,0.8038193583488464,-0.5278061032295227
5.368,-0.2728540599346161,-0.030726557597517967,0.8056106567382812,-0.5249744057655334
5.388,-0.2732250392436981,-0.02923968806862831,0.8073978424072266,-0.5221129059791565
5.408,-0.27362075448036194,-0.027725033462047577,0.809180736541748,-0.5192201733589172
5.428,-0.27407106757164,-0.026200037449598312,0.8109457492828369,-0.5162999033927917
5.448,-0.2746337652206421,-0.024697504937648773,0.8126738667488098,-0.5133494734764099
5.472,-0.2754334807395935,-0.02291894517838955,0.8147020936012268,-0.5097759962081909
5.492,-0.27617985010147095,-0.021431075409054756,0.8163775205612183,-0.5067477226257324
5.516,-0.27714794874191284,-0.019641045480966568,0.8183625936508179,-0.503076434135437
5.536,-0.2779959738254547,-0.01815170980989933,0.8199905753135681,-0.5000044107437134
5.556,-0.2788679897785187,-0.01666780188679695,0.8215984106063843,-0.4969216287136078
5.588,-0.2802768051624298,-0.014302698895335197,0.8241457343101501,-0.49195975065231323
5.604,-0.2809657156467438,-0.01311908382922411,0.8254308700561523,-0.48943856358528137
5.628,-0.28197047114372253,-0.011354057118296623,0.8273615837097168,-0.4856300354003906
5.648,-0.2827743589878082,-0.009896363131701946,0.8289682865142822,-0.48244404792785645
5.668,-0.28353700041770935,-0.008452914655208588,0.8305718302726746,-0.4792555570602417
5.684,-0.28411412239074707,-0.007312060799449682,0.8318516612052917,-0.4767060875892639
5.7,-0.2846604585647583,-0.006183016113936901,0.8331316113471985,-0.4741537868976593
5.72,-0.2853003442287445,-0.00479293754324317,0.8347311615943909,-0.47096145153045654
5.74,-0.2858838140964508,-0.0034201485104858875,0.8363362550735474,-0.46776118874549866
5.768,-0.2866516411304474,-0.001551539869979024,0.8385744094848633,-0.4632726311683655
5.792,-0.28734689950942993,-3.231887239962816e-05,0.8404607772827148,-0.4594099521636963
5.812,-0.28792840242385864,0.0011884716805070639,0.842016339302063,-0.45618459582328796
5.836,-0.2885989248752594,0.0026103556156158447,0.8438732028007507,-0.4523073434829712
5.856,-0.28911253809928894,0.0037731959018856287,0.8454225659370422,-0.44906604290008545
5.876,-0.2895714342594147,0.004920158069580793,0.8469735980033875,-0.4458250105381012
5.896,-0.2899656891822815,0.00605806102976203,0.8485295176506042,-0.4425843358039856
5.912,-0.2902281582355499,0.006971109192818403,0.8497864007949829,-0.4399796724319458
5.932,-0.2904917895793915,0.008117190562188625,0.8513725996017456,-0.436707466840744
5.948,-0.29065126180648804,0.00904073379933834,0.8526555299758911,-0.43407222628593445
5.968,-0.290781706571579,0.010210670530796051,0.8542783856391907,-0.430755615234375
5.984,-0.29082560539245605,0.011171935126185417,0.855596125125885,-0.4280780553817749
6.004,-0.2908060848712921,0.012397941201925278,0.8572652339935303,-0.4247053861618042
6.028,-0.29068246483802795,0.013894940726459026,0.859289824962616,-0.42063260078430176
6.048,-0.29050207138061523,0.015165502205491066,0.8609938621520996,-0.4172147512435913
6.064,-0.29034608602523804,0.0161850918084383,0.8623561859130859,-0.41446229815483093
6.084,-0.2901708483695984,0.017451025545597076,0.8640467524528503,-0.4109984040260315
6.108,-0.2899651527404785,0.01896646060049534,0.8660654425621033,-0.40680602192878723
6.124,-0.2898174822330475,0.019976673647761345,0.8674077987670898,-0.4039933383464813
6.144,-0.28960809111595154,0.02124178782105446,0.8690853714942932,-0.4004581868648529
6.164,-0.2893577516078949,0.022515015676617622,0.8707684278488159,-0.39689740538597107
6.188,-0.28898999094963074,0.024060647934675217,0.8727982044219971,-0.39259299635887146
6.208,-0.2886302173137665,0.025360479950904846,0.8744973540306091,-0.3889780044555664
6.228,-0.2882218658924103,0.026672793552279472,0.8762045502662659,-0.3853340446949005
6.244,-0.2878468930721283,0.02773829735815525,0.8775848746299744,-0.3823867738246918
6.268,-0.2872137725353241,0.02935350500047207,0.8796653151512146,-0.3779360353946686
6.288,-0.2866303026676178,0.03071088157594204,0.8814043402671814,-0.37420082092285156
6.304,-0.2861345112323761,0.031802497804164886,0.8827969431877136,-0.3711945116519928
6.328,-0.28534984588623047,0.033444538712501526,0.8848860859870911,-0.366651713848114
6.348,-0.28467515110969543,0.03480817750096321,0.8866177201271057,-0.362846314907074
6.372,-0.28394925594329834,0.03642153739929199,0.8886384963989258,-0.3582848310470581
6.388,-0.2835150957107544,0.037480052560567856,0.8899602890014648,-0.35522565245628357
6.408,-0.28300800919532776,0.03879030793905258,0.8915884494781494,-0.3513857424259186
